<ticker>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i> 
HDFCBANK,04/01/2021,10:19:00,1484.40,1484.40,1483.20,1483.65,12965,0
HDFCBANK,04/01/2021,10:20:00,1483.65,1483.65,1482.50,1483.00,28676,0
HDFCBANK,04/01/2021,10:21:00,1483.00,1483.90,1482.60,1483.05,21521,0
HDFCBANK,04/01/2021,10:22:00,1483.00,1483.40,1482.95,1483.35,10483,0
HDFCBANK,04/01/2021,10:23:00,1483.25,1484.20,1483.20,1483.90,13982,0
HDFCBANK,04/01/2021,10:24:00,1484.00,1484.45,1483.35,1483.75,14359,0
HDFCBANK,04/01/2021,10:25:00,1483.75,1484.00,1483.00,1483.25,7897,0
HDFCBANK,04/01/2021,10:26:00,1483.00,1484.50,1483.00,1484.45,19522,0
HDFCBANK,04/01/2021,10:27:00,1484.45,1484.45,1483.35,1484.40,10528,0
HDFCBANK,04/01/2021,10:28:00,1484.40,1484.45,1484.00,1484.00,7733,0
HDFCBANK,04/01/2021,10:29:00,1484.00,1484.65,1484.00,1484.40,15066,0
HDFCBANK,04/01/2021,10:30:00,1484.35,1484.40,1483.50,1483.75,13619,0
HDFCBANK,04/01/2021,10:31:00,1483.50,1483.75,1482.60,1483.10,21819,0
HDFCBANK,04/01/2021,10:32:00,1483.35,1484.00,1482.90,1484.00,13617,0
HDFCBANK,04/01/2021,10:33:00,1484.00,1484.00,1483.00,1483.90,6392,0
HDFCBANK,04/01/2021,10:34:00,1483.90,1485.00,1482.00,1483.80,292851,0
HDFCBANK,04/01/2021,10:35:00,1483.55,1484.70,1483.35,1484.55,13733,0
HDFCBANK,04/01/2021,10:36:00,1484.70,1484.70,1482.00,1482.95,186369,0
HDFCBANK,04/01/2021,10:37:00,1482.40,1483.25,1481.65,1482.40,26249,0
HDFCBANK,04/01/2021,10:38:00,1482.20,1483.55,1482.20,1483.40,12348,0
HDFCBANK,04/01/2021,10:39:00,1483.40,1483.40,1482.30,1482.30,14620,0
HDFCBANK,04/01/2021,10:40:00,1482.10,1482.35,1480.00,1481.15,89116,0
HDFCBANK,04/01/2021,10:41:00,1481.05,1482.25,1481.05,1481.30,14795,0
HDFCBANK,04/01/2021,10:42:00,1481.25,1482.00,1481.25,1481.25,24548,0
HDFCBANK,04/01/2021,10:43:00,1481.20,1481.55,1480.95,1481.05,28167,0
HDFCBANK,04/01/2021,10:44:00,1481.35,1481.70,1481.00,1481.50,14793,0
HDFCBANK,04/01/2021,10:45:00,1481.45,1481.45,1480.00,1480.50,29895,0
HDFCBANK,04/01/2021,10:46:00,1480.85,1480.85,1476.55,1476.65,92158,0
HDFCBANK,04/01/2021,10:47:00,1476.55,1477.95,1476.50,1477.00,48445,0
HDFCBANK,04/01/2021,10:48:00,1477.00,1477.00,1475.30,1476.30,61655,0
HDFCBANK,04/01/2021,10:49:00,1476.40,1477.50,1476.30,1477.00,26947,0
HDFCBANK,04/01/2021,10:50:00,1477.30,1478.65,1476.60,1478.00,44477,0
HDFCBANK,04/01/2021,10:51:00,1478.00,1478.00,1476.00,1476.40,26729,0
HDFCBANK,04/01/2021,10:52:00,1476.50,1477.65,1476.25,1476.70,12332,0
HDFCBANK,04/01/2021,10:53:00,1476.70,1476.70,1475.80,1476.40,32749,0
HDFCBANK,04/01/2021,10:54:00,1476.00,1476.40,1474.20,1474.20,87561,0
HDFCBANK,04/01/2021,10:55:00,1474.45,1475.65,1474.20,1475.65,52998,0
HDFCBANK,04/01/2021,10:56:00,1475.50,1475.60,1474.90,1475.60,22729,0
HDFCBANK,04/01/2021,10:57:00,1475.50,1476.30,1475.05,1476.00,28982,0
HDFCBANK,04/01/2021,10:58:00,1476.30,1477.60,1476.30,1476.75,26023,0
HDFCBANK,04/01/2021,10:59:00,1477.10,1477.10,1476.50,1476.95,14281,0
HDFCBANK,04/01/2021,11:00:00,1476.95,1477.00,1475.45,1476.00,17468,0
HDFCBANK,04/01/2021,11:01:00,1476.00,1476.00,1474.50,1475.65,29958,0
HDFCBANK,04/01/2021,11:02:00,1475.65,1476.30,1475.15,1475.90,17790,0
HDFCBANK,04/01/2021,11:03:00,1475.85,1477.00,1475.55,1476.90,30392,0
HDFCBANK,04/01/2021,11:04:00,1476.90,1477.85,1476.45,1476.60,20819,0
HDFCBANK,04/01/2021,11:05:00,1476.90,1478.00,1476.00,1477.00,24921,0
HDFCBANK,04/01/2021,11:06:00,1477.30,1478.00,1477.25,1477.75,22439,0
HDFCBANK,04/01/2021,11:07:00,1477.55,1478.00,1477.50,1477.65,18433,0
HDFCBANK,04/01/2021,11:08:00,1477.65,1478.15,1477.55,1477.95,13703,0
HDFCBANK,04/01/2021,11:09:00,1477.70,1477.95,1477.55,1477.95,16300,0
HDFCBANK,04/01/2021,11:10:00,1477.95,1478.00,1477.00,1477.35,23470,0
HDFCBANK,04/01/2021,11:11:00,1477.05,1478.50,1476.60,1478.50,25390,0
HDFCBANK,04/01/2021,11:12:00,1478.50,1479.45,1478.50,1478.80,29973,0
HDFCBANK,04/01/2021,11:13:00,1479.00,1480.90,1478.85,1480.10,42771,0
HDFCBANK,04/01/2021,11:14:00,1480.10,1480.20,1479.40,1480.20,25070,0
HDFCBANK,04/01/2021,11:15:00,1479.90,1481.00,1479.40,1479.70,29886,0
HDFCBANK,04/01/2021,11:16:00,1479.40,1480.00,1477.50,1477.50,23565,0
HDFCBANK,04/01/2021,11:17:00,1477.15,1477.95,1477.00,1477.15,9470,0
HDFCBANK,04/01/2021,11:18:00,1477.15,1477.45,1477.05,1477.40,8127,0
HDFCBANK,04/01/2021,11:19:00,1477.40,1477.90,1477.25,1477.90,9539,0
HDFCBANK,04/01/2021,11:20:00,1477.90,1478.00,1477.30,1478.00,10484,0
HDFCBANK,04/01/2021,11:21:00,1478.00,1478.95,1477.80,1478.45,14376,0
HDFCBANK,04/01/2021,11:22:00,1478.45,1478.45,1476.90,1477.15,35652,0
HDFCBANK,04/01/2021,11:23:00,1477.70,1477.95,1476.50,1476.55,16254,0
HDFCBANK,04/01/2021,11:24:00,1476.60,1477.00,1476.50,1476.55,9300,0
HDFCBANK,04/01/2021,11:25:00,1476.50,1477.00,1476.20,1476.35,5415,0
HDFCBANK,04/01/2021,11:26:00,1476.35,1477.00,1476.30,1476.60,10434,0
HDFCBANK,04/01/2021,11:27:00,1476.80,1476.80,1475.75,1476.05,22861,0
HDFCBANK,04/01/2021,11:28:00,1476.40,1476.40,1475.10,1476.15,15699,0
HDFCBANK,04/01/2021,11:29:00,1476.15,1476.35,1475.40,1475.85,11034,0
HDFCBANK,04/01/2021,11:30:00,1475.85,1476.70,1475.55,1476.25,14362,0
HDFCBANK,04/01/2021,11:31:00,1476.20,1477.00,1476.20,1476.90,11202,0
HDFCBANK,04/01/2021,11:32:00,1477.00,1477.40,1476.65,1476.95,11366,0
HDFCBANK,04/01/2021,11:33:00,1476.95,1477.00,1476.50,1477.00,6044,0
HDFCBANK,04/01/2021,11:34:00,1477.00,1477.50,1476.50,1477.00,20186,0
HDFCBANK,04/01/2021,11:35:00,1477.00,1477.30,1476.55,1476.65,5164,0
HDFCBANK,04/01/2021,11:36:00,1477.00,1477.95,1476.60,1477.95,10985,0
HDFCBANK,04/01/2021,11:37:00,1477.55,1478.75,1477.55,1478.70,13489,0
HDFCBANK,04/01/2021,11:38:00,1478.70,1478.90,1478.00,1478.55,13467,0
HDFCBANK,04/01/2021,11:39:00,1478.00,1478.55,1477.70,1478.15,7216,0
HDFCBANK,04/01/2021,11:40:00,1478.45,1478.50,1477.95,1478.00,14313,0
HDFCBANK,04/01/2021,11:41:00,1478.50,1478.50,1477.50,1478.00,6879,0
HDFCBANK,04/01/2021,11:42:00,1478.00,1478.00,1477.00,1477.50,8323,0
HDFCBANK,04/01/2021,11:43:00,1477.50,1478.05,1477.10,1477.50,8189,0
HDFCBANK,04/01/2021,11:44:00,1477.50,1477.90,1477.00,1477.25,8361,0
HDFCBANK,04/01/2021,11:45:00,1477.30,1477.50,1477.00,1477.25,7465,0
HDFCBANK,04/01/2021,11:46:00,1477.40,1477.50,1477.10,1477.25,7091,0
HDFCBANK,04/01/2021,11:47:00,1477.25,1477.50,1477.10,1477.25,5318,0
HDFCBANK,04/01/2021,11:48:00,1477.25,1477.50,1477.00,1477.25,9970,0
HDFCBANK,04/01/2021,11:49:00,1477.40,1477.90,1477.10,1477.70,10536,0
HDFCBANK,04/01/2021,11:50:00,1477.50,1477.70,1477.00,1477.70,8877,0
HDFCBANK,04/01/2021,11:51:00,1477.70,1478.00,1477.05,1477.45,10521,0
HDFCBANK,04/01/2021,11:52:00,1477.45,1480.80,1477.30,1480.80,55168,0
HDFCBANK,04/01/2021,11:53:00,1480.80,1480.80,1478.95,1480.05,16221,0
HDFCBANK,04/01/2021,11:54:00,1480.00,1480.20,1479.50,1480.00,18406,0
HDFCBANK,04/01/2021,11:55:00,1480.00,1481.60,1479.85,1481.55,33390,0
HDFCBANK,04/01/2021,11:56:00,1481.60,1481.90,1480.65,1480.85,16330,0
HDFCBANK,04/01/2021,11:57:00,1480.85,1480.85,1480.05,1480.05,7427,0
HDFCBANK,04/01/2021,11:58:00,1480.00,1480.35,1479.50,1479.55,15325,0
HDFCBANK,04/01/2021,11:59:00,1479.30,1479.50,1478.55,1478.70,12536,0
HDFCBANK,04/01/2021,12:00:00,1478.70,1479.75,1478.70,1479.10,7588,0
HDFCBANK,04/01/2021,12:01:00,1479.20,1479.20,1478.40,1478.50,9324,0
HDFCBANK,04/01/2021,12:02:00,1478.55,1479.50,1478.50,1478.95,7738,0
HDFCBANK,04/01/2021,12:03:00,1479.15,1479.50,1478.75,1479.45,7015,0
HDFCBANK,04/01/2021,12:04:00,1479.15,1479.80,1479.00,1479.80,7479,0
HDFCBANK,04/01/2021,12:05:00,1479.70,1481.80,1479.65,1480.70,25753,0
HDFCBANK,04/01/2021,12:06:00,1480.60,1480.65,1480.20,1480.20,5195,0
HDFCBANK,04/01/2021,12:07:00,1480.25,1480.55,1479.75,1480.00,9396,0
HDFCBANK,04/01/2021,12:08:00,1479.75,1481.30,1479.75,1481.25,11124,0
HDFCBANK,04/01/2021,12:09:00,1481.25,1481.65,1480.75,1481.10,11759,0
HDFCBANK,04/01/2021,12:10:00,1481.00,1481.40,1480.50,1480.50,12694,0
HDFCBANK,04/01/2021,12:11:00,1480.85,1480.95,1480.00,1480.05,5257,0
HDFCBANK,04/01/2021,12:12:00,1480.05,1480.80,1480.05,1480.10,13827,0
HDFCBANK,04/01/2021,12:13:00,1480.70,1480.70,1479.25,1479.35,18297,0
HDFCBANK,04/01/2021,12:14:00,1479.80,1479.80,1479.00,1479.10,11326,0
HDFCBANK,04/01/2021,12:15:00,1479.00,1479.60,1478.65,1478.65,19473,0
HDFCBANK,04/01/2021,12:16:00,1478.70,1478.95,1478.00,1478.80,18658,0
HDFCBANK,04/01/2021,12:17:00,1478.25,1479.50,1478.25,1479.35,14093,0
HDFCBANK,04/01/2021,12:18:00,1478.85,1479.10,1478.50,1478.55,8606,0
HDFCBANK,04/01/2021,12:19:00,1478.60,1479.80,1478.50,1478.50,13491,0
HDFCBANK,04/01/2021,12:20:00,1478.60,1479.10,1478.05,1478.15,12458,0
HDFCBANK,04/01/2021,12:21:00,1478.15,1479.00,1477.35,1477.35,19911,0
HDFCBANK,04/01/2021,12:22:00,1477.50,1478.10,1476.00,1476.65,29187,0
HDFCBANK,04/01/2021,12:23:00,1476.15,1477.70,1476.15,1476.65,15183,0
HDFCBANK,04/01/2021,12:24:00,1477.00,1477.00,1476.55,1476.75,11811,0
HDFCBANK,04/01/2021,12:25:00,1477.00,1477.00,1476.50,1476.55,9435,0
HDFCBANK,04/01/2021,12:26:00,1477.00,1477.00,1476.00,1476.15,15665,0
HDFCBANK,04/01/2021,12:27:00,1476.15,1476.70,1475.20,1476.25,28863,0
HDFCBANK,04/01/2021,12:28:00,1476.00,1477.95,1475.80,1477.65,16646,0
HDFCBANK,04/01/2021,12:29:00,1477.70,1478.00,1476.85,1477.50,53755,0
HDFCBANK,04/01/2021,12:30:00,1477.40,1477.50,1477.00,1477.00,6789,0
HDFCBANK,04/01/2021,12:31:00,1477.00,1478.30,1477.00,1478.00,11425,0
HDFCBANK,04/01/2021,12:32:00,1478.00,1478.10,1477.00,1477.15,12033,0
HDFCBANK,04/01/2021,12:33:00,1477.15,1477.20,1476.30,1476.40,7672,0
HDFCBANK,04/01/2021,12:34:00,1476.40,1476.75,1476.10,1476.40,11458,0
HDFCBANK,04/01/2021,12:35:00,1476.60,1477.60,1476.25,1477.00,9054,0
HDFCBANK,04/01/2021,12:36:00,1477.00,1477.00,1476.40,1476.65,5297,0
HDFCBANK,04/01/2021,12:37:00,1476.65,1476.95,1476.50,1476.75,6898,0
HDFCBANK,04/01/2021,12:38:00,1476.60,1476.75,1476.05,1476.50,9581,0
HDFCBANK,04/01/2021,12:39:00,1476.50,1476.50,1476.00,1476.15,7153,0
HDFCBANK,04/01/2021,12:40:00,1476.00,1476.15,1475.50,1475.80,13943,0
HDFCBANK,04/01/2021,12:41:00,1476.00,1476.50,1475.50,1476.50,9738,0
HDFCBANK,04/01/2021,12:42:00,1476.50,1476.55,1476.00,1476.20,6555,0
HDFCBANK,04/01/2021,12:43:00,1476.25,1476.75,1476.00,1476.25,5862,0
HDFCBANK,04/01/2021,12:44:00,1476.25,1477.15,1476.00,1476.60,8667,0
HDFCBANK,04/01/2021,12:45:00,1476.60,1478.60,1476.60,1476.60,18160,0
HDFCBANK,04/01/2021,12:46:00,1476.75,1476.90,1475.00,1475.55,46266,0
HDFCBANK,04/01/2021,12:47:00,1475.45,1476.20,1475.20,1475.60,16218,0
HDFCBANK,04/01/2021,12:48:00,1475.85,1476.20,1475.50,1475.95,8934,0
HDFCBANK,04/01/2021,12:49:00,1475.95,1476.30,1475.60,1475.75,7418,0
HDFCBANK,04/01/2021,12:50:00,1475.75,1476.30,1475.70,1475.75,8031,0
HDFCBANK,04/01/2021,12:51:00,1475.75,1476.75,1475.75,1476.50,10033,0
HDFCBANK,04/01/2021,12:52:00,1476.50,1477.50,1476.20,1477.35,15658,0
HDFCBANK,04/01/2021,12:53:00,1477.35,1477.45,1476.50,1477.00,8435,0
HDFCBANK,04/01/2021,12:54:00,1477.35,1477.45,1476.50,1477.45,8572,0
HDFCBANK,04/01/2021,12:55:00,1477.40,1477.50,1476.70,1477.30,13905,0
HDFCBANK,04/01/2021,12:56:00,1476.85,1478.65,1476.80,1478.15,26405,0
HDFCBANK,04/01/2021,12:57:00,1478.00,1478.00,1477.00,1477.55,11931,0
HDFCBANK,04/01/2021,12:58:00,1477.60,1478.45,1477.35,1478.00,25849,0
HDFCBANK,04/01/2021,12:59:00,1477.90,1478.85,1477.70,1477.75,18249,0
HDFCBANK,04/01/2021,13:00:00,1477.75,1481.00,1477.60,1479.50,36011,0
HDFCBANK,04/01/2021,13:01:00,1479.50,1479.65,1478.60,1478.75,14227,0
HDFCBANK,04/01/2021,13:02:00,1478.50,1479.60,1478.40,1478.55,20302,0
HDFCBANK,04/01/2021,13:03:00,1478.50,1479.20,1475.15,1476.20,124212,0
HDFCBANK,04/01/2021,13:04:00,1476.20,1477.90,1475.05,1477.35,41739,0
HDFCBANK,04/01/2021,13:05:00,1477.35,1478.65,1477.35,1478.10,23978,0
HDFCBANK,04/01/2021,13:06:00,1478.25,1478.30,1477.50,1477.85,13291,0
HDFCBANK,04/01/2021,13:07:00,1478.00,1479.35,1477.70,1479.35,22432,0
HDFCBANK,04/01/2021,13:08:00,1479.35,1480.55,1479.20,1479.60,33176,0
HDFCBANK,04/01/2021,13:09:00,1479.50,1480.70,1479.00,1479.95,28491,0
HDFCBANK,04/01/2021,13:10:00,1480.35,1480.35,1479.30,1479.30,15260,0
HDFCBANK,04/01/2021,13:11:00,1479.50,1479.75,1478.50,1479.75,15987,0
HDFCBANK,04/01/2021,13:12:00,1479.30,1479.95,1478.00,1479.10,22151,0
HDFCBANK,04/01/2021,13:13:00,1478.85,1479.10,1478.00,1478.35,15676,0
HDFCBANK,04/01/2021,13:14:00,1478.35,1480.10,1477.60,1479.70,29595,0
HDFCBANK,04/01/2021,13:15:00,1478.80,1482.80,1478.80,1481.90,82160,0
HDFCBANK,04/01/2021,13:16:00,1482.00,1483.00,1481.45,1482.95,67828,0
HDFCBANK,04/01/2021,13:17:00,1482.95,1483.00,1482.00,1482.60,44437,0
HDFCBANK,04/01/2021,13:18:00,1482.60,1483.60,1482.45,1482.95,40807,0
HDFCBANK,04/01/2021,13:19:00,1482.70,1483.50,1482.55,1483.00,19518,0
HDFCBANK,04/01/2021,13:20:00,1483.20,1483.20,1481.65,1482.00,28252,0
HDFCBANK,04/01/2021,13:21:00,1482.00,1483.10,1481.50,1482.45,49571,0
HDFCBANK,04/01/2021,13:22:00,1482.55,1485.00,1482.50,1484.20,73918,0
HDFCBANK,04/01/2021,13:23:00,1484.00,1484.85,1483.10,1483.85,47874,0
HDFCBANK,04/01/2021,13:24:00,1483.30,1484.20,1482.00,1482.15,57074,0
HDFCBANK,04/01/2021,13:25:00,1482.15,1484.20,1482.10,1482.95,38213,0
HDFCBANK,04/01/2021,13:26:00,1483.00,1483.80,1481.95,1482.50,37629,0
HDFCBANK,04/01/2021,13:27:00,1482.70,1483.55,1482.55,1483.05,21472,0
HDFCBANK,04/01/2021,13:28:00,1483.40,1483.65,1483.00,1483.25,9767,0
HDFCBANK,04/01/2021,13:29:00,1483.30,1483.30,1482.05,1482.05,12705,0
HDFCBANK,04/01/2021,13:30:00,1482.20,1482.35,1480.30,1480.30,39267,0
HDFCBANK,04/01/2021,13:31:00,1480.30,1480.80,1478.80,1480.00,36098,0
HDFCBANK,04/01/2021,13:32:00,1479.55,1480.00,1479.50,1480.00,9819,0
HDFCBANK,04/01/2021,13:33:00,1479.75,1480.60,1479.05,1479.75,22444,0
HDFCBANK,04/01/2021,13:34:00,1479.75,1479.75,1479.05,1479.30,8771,0
HDFCBANK,04/01/2021,13:35:00,1479.05,1479.70,1479.00,1479.35,14741,0
HDFCBANK,04/01/2021,13:36:00,1479.35,1480.00,1479.20,1479.90,8935,0
HDFCBANK,04/01/2021,13:37:00,1479.60,1480.00,1479.30,1479.50,15816,0
HDFCBANK,04/01/2021,13:38:00,1479.50,1480.00,1479.10,1479.90,17794,0
HDFCBANK,04/01/2021,13:39:00,1479.80,1480.15,1479.30,1480.15,13103,0
HDFCBANK,04/01/2021,13:40:00,1480.15,1482.00,1479.95,1481.45,21979,0
HDFCBANK,04/01/2021,13:41:00,1481.85,1482.50,1481.25,1482.00,23440,0
HDFCBANK,04/01/2021,13:42:00,1481.90,1482.75,1481.75,1482.00,13379,0
HDFCBANK,04/01/2021,13:43:00,1482.10,1482.45,1481.55,1481.55,10173,0
HDFCBANK,04/01/2021,13:44:00,1482.00,1482.00,1481.30,1481.60,15257,0
HDFCBANK,04/01/2021,13:45:00,1481.60,1482.30,1481.40,1481.95,12851,0
HDFCBANK,04/01/2021,13:46:00,1482.00,1482.00,1481.00,1481.20,13338,0
HDFCBANK,04/01/2021,13:47:00,1481.20,1481.50,1481.00,1481.20,11458,0
HDFCBANK,04/01/2021,13:48:00,1481.30,1482.35,1481.15,1481.75,16456,0
HDFCBANK,04/01/2021,13:49:00,1481.90,1482.55,1481.90,1482.55,12769,0
HDFCBANK,04/01/2021,13:50:00,1482.50,1482.50,1481.00,1481.20,13919,0
HDFCBANK,04/01/2021,13:51:00,1481.25,1481.85,1481.25,1481.75,9321,0
HDFCBANK,04/01/2021,13:52:00,1481.75,1481.85,1480.10,1480.10,20145,0
HDFCBANK,04/01/2021,13:53:00,1480.15,1480.15,1479.00,1479.25,37048,0
HDFCBANK,04/01/2021,13:54:00,1479.05,1480.35,1478.55,1480.20,21099,0
HDFCBANK,04/01/2021,13:55:00,1480.40,1480.90,1479.55,1479.90,16280,0
HDFCBANK,04/01/2021,13:56:00,1479.90,1480.45,1479.55,1480.00,7622,0
HDFCBANK,04/01/2021,13:57:00,1480.00,1481.40,1479.55,1480.60,15370,0
HDFCBANK,04/01/2021,13:58:00,1480.60,1482.00,1480.55,1481.60,10624,0
HDFCBANK,04/01/2021,13:59:00,1481.60,1482.15,1481.25,1482.00,20445,0
HDFCBANK,04/01/2021,14:00:00,1482.00,1482.80,1482.00,1482.50,15137,0
HDFCBANK,04/01/2021,14:01:00,1482.50,1483.45,1482.50,1483.20,30263,0
HDFCBANK,04/01/2021,14:02:00,1483.10,1483.10,1482.50,1482.85,7980,0
HDFCBANK,04/01/2021,14:03:00,1482.95,1483.00,1482.60,1482.90,13703,0
HDFCBANK,04/01/2021,14:04:00,1482.95,1483.00,1482.60,1482.85,10183,0
HDFCBANK,04/01/2021,14:05:00,1482.90,1484.00,1482.70,1483.60,40253,0
HDFCBANK,04/01/2021,14:06:00,1483.60,1484.10,1483.50,1483.60,32311,0
HDFCBANK,04/01/2021,14:07:00,1483.95,1484.15,1483.55,1483.85,11219,0
HDFCBANK,04/01/2021,14:08:00,1483.85,1484.00,1483.60,1484.00,7476,0
HDFCBANK,04/01/2021,14:09:00,1484.00,1484.60,1483.85,1484.40,30879,0
HDFCBANK,04/01/2021,14:10:00,1484.80,1485.00,1484.70,1484.90,47607,0
HDFCBANK,04/01/2021,14:11:00,1484.90,1485.00,1484.00,1484.20,56340,0
HDFCBANK,04/01/2021,14:12:00,1484.30,1485.00,1484.10,1485.00,26391,0
HDFCBANK,04/01/2021,14:13:00,1484.70,1485.90,1484.70,1485.65,32486,0
HDFCBANK,04/01/2021,14:14:00,1485.70,1487.00,1485.60,1486.20,81130,0
HDFCBANK,04/01/2021,14:15:00,1486.45,1487.80,1486.30,1487.05,39166,0
HDFCBANK,04/01/2021,14:16:00,1487.05,1487.05,1484.10,1485.35,47387,0
HDFCBANK,04/01/2021,14:17:00,1485.85,1487.45,1485.60,1487.45,29360,0
HDFCBANK,04/01/2021,14:18:00,1487.45,1487.45,1486.05,1486.45,23506,0
HDFCBANK,04/01/2021,14:19:00,1486.45,1488.80,1486.20,1488.55,75229,0
HDFCBANK,04/01/2021,14:20:00,1488.55,1489.00,1488.00,1488.90,49709,0
HDFCBANK,04/01/2021,14:21:00,1488.90,1489.40,1488.30,1489.15,45338,0
HDFCBANK,04/01/2021,14:22:00,1489.00,1491.40,1488.75,1490.55,165072,0
HDFCBANK,04/01/2021,14:23:00,1490.50,1493.00,1490.00,1492.75,160673,0
HDFCBANK,04/01/2021,14:24:00,1492.70,1494.70,1492.10,1492.40,128224,0
HDFCBANK,04/01/2021,14:25:00,1492.80,1492.90,1490.00,1490.20,62370,0
HDFCBANK,04/01/2021,14:26:00,1490.50,1490.90,1488.45,1489.20,44581,0
HDFCBANK,04/01/2021,14:27:00,1489.00,1490.85,1488.65,1490.20,40097,0
HDFCBANK,04/01/2021,14:28:00,1490.25,1490.30,1489.50,1489.95,19500,0
HDFCBANK,04/01/2021,14:29:00,1490.00,1490.00,1489.05,1489.10,21237,0
HDFCBANK,04/01/2021,14:30:00,1489.15,1489.15,1487.50,1487.60,38532,0
HDFCBANK,04/01/2021,14:31:00,1487.55,1489.20,1487.40,1488.95,31867,0
HDFCBANK,04/01/2021,14:32:00,1489.15,1491.30,1488.30,1490.85,35517,0
HDFCBANK,04/01/2021,14:33:00,1490.75,1492.00,1490.75,1492.00,34779,0
HDFCBANK,04/01/2021,14:34:00,1492.00,1492.90,1491.60,1492.05,33451,0
HDFCBANK,04/01/2021,14:35:00,1492.35,1492.95,1492.00,1492.70,32830,0
HDFCBANK,04/01/2021,14:36:00,1492.70,1492.70,1491.20,1491.45,16103,0
HDFCBANK,04/01/2021,14:37:00,1491.45,1492.10,1491.15,1491.70,38230,0
HDFCBANK,04/01/2021,14:38:00,1491.75,1492.20,1491.25,1491.95,27731,0
HDFCBANK,04/01/2021,14:39:00,1491.95,1492.50,1491.80,1491.90,23040,0
HDFCBANK,04/01/2021,14:40:00,1492.00,1493.70,1491.95,1492.90,40513,0
HDFCBANK,04/01/2021,14:41:00,1492.90,1493.20,1490.55,1490.65,30092,0
HDFCBANK,04/01/2021,14:42:00,1490.70,1491.40,1489.15,1490.20,39918,0
HDFCBANK,04/01/2021,14:43:00,1490.80,1491.90,1490.55,1490.55,16487,0
HDFCBANK,04/01/2021,14:44:00,1490.55,1491.45,1490.05,1490.10,15216,0
HDFCBANK,04/01/2021,14:45:00,1490.10,1490.30,1488.20,1489.25,29776,0
HDFCBANK,04/01/2021,14:46:00,1489.30,1489.65,1488.05,1488.05,21816,0
HDFCBANK,04/01/2021,14:47:00,1488.05,1489.75,1487.65,1489.25,39884,0
HDFCBANK,04/01/2021,14:48:00,1489.20,1491.35,1489.05,1490.90,27381,0
HDFCBANK,04/01/2021,14:49:00,1490.95,1492.00,1490.35,1491.40,33511,0
HDFCBANK,04/01/2021,14:50:00,1491.40,1491.90,1490.50,1491.15,36123,0
HDFCBANK,04/01/2021,14:51:00,1491.30,1491.30,1490.00,1490.00,12499,0
HDFCBANK,04/01/2021,14:52:00,1490.00,1490.10,1489.00,1489.30,24124,0
HDFCBANK,04/01/2021,14:53:00,1489.20,1489.80,1488.10,1489.45,28850,0
HDFCBANK,04/01/2021,14:54:00,1489.45,1489.55,1488.50,1488.55,17786,0
HDFCBANK,04/01/2021,14:55:00,1488.70,1488.95,1486.05,1487.30,75935,0
HDFCBANK,04/01/2021,14:56:00,1487.00,1487.90,1486.65,1487.75,38104,0
HDFCBANK,04/01/2021,14:57:00,1488.10,1488.75,1484.75,1484.75,48527,0
HDFCBANK,04/01/2021,14:58:00,1484.80,1487.75,1484.20,1487.00,24271,0
HDFCBANK,04/01/2021,14:59:00,1487.45,1488.00,1465.00,1481.30,4894424,0
HDFCBANK,04/01/2021,15:00:00,1480.60,1481.90,1479.20,1481.10,258968,0
HDFCBANK,04/01/2021,15:01:00,1481.30,1484.00,1481.30,1483.00,125340,0
HDFCBANK,04/01/2021,15:02:00,1482.90,1483.40,1482.40,1482.85,79072,0
HDFCBANK,04/01/2021,15:03:00,1482.90,1482.95,1478.75,1479.85,101876,0
HDFCBANK,04/01/2021,15:04:00,1479.55,1482.40,1479.00,1482.25,71469,0
HDFCBANK,04/01/2021,15:05:00,1482.25,1482.90,1482.00,1482.55,58501,0
HDFCBANK,04/01/2021,15:06:00,1482.65,1484.50,1482.65,1483.00,89898,0
HDFCBANK,04/01/2021,15:07:00,1483.00,1484.00,1482.35,1483.85,45551,0
HDFCBANK,04/01/2021,15:08:00,1483.75,1483.85,1482.50,1482.50,41666,0
HDFCBANK,04/01/2021,15:09:00,1482.65,1484.90,1481.90,1484.70,73775,0
HDFCBANK,04/01/2021,15:10:00,1484.70,1486.65,1484.20,1486.65,145482,0
HDFCBANK,04/01/2021,15:11:00,1486.60,1488.60,1486.60,1487.45,97633,0
HDFCBANK,04/01/2021,15:12:00,1487.40,1489.70,1487.15,1489.70,124282,0
HDFCBANK,04/01/2021,15:13:00,1489.80,1490.00,1489.00,1489.95,97825,0
HDFCBANK,04/01/2021,15:14:00,1490.00,1490.00,1489.00,1489.90,83746,0
HDFCBANK,04/01/2021,15:15:00,1489.90,1491.50,1489.45,1491.30,115867,0
HDFCBANK,04/01/2021,15:16:00,1490.90,1492.00,1490.75,1492.00,56559,0
HDFCBANK,04/01/2021,15:17:00,1492.00,1492.30,1490.50,1490.50,60887,0
HDFCBANK,04/01/2021,15:18:00,1491.00,1491.00,1488.80,1489.90,103016,0
HDFCBANK,04/01/2021,15:19:00,1489.95,1491.30,1489.25,1491.15,53224,0
HDFCBANK,04/01/2021,15:20:00,1491.15,1491.45,1490.00,1490.60,61772,0
HDFCBANK,04/01/2021,15:21:00,1490.20,1491.75,1489.75,1489.75,91436,0
